imdbId,movie_title,title_year,releaseDate,genres,writers,director_name,sequel,hitFlop,actor_1_name,actor_2_name,actor_3_name,actor_4_name
tt0118578,Albela,2001,20-Apr-01,Romance,Honey Irani (screenplay) | Honey Irani (story) | Javed Siddiqui (dialogue),Deepak Sareen,0,2,Govinda , Aishwarya Rai Bachchan , Jackie Shroff , Namrata Shirodkar
tt0169102,Lagaan: Once Upon a Time in India,2001,08-May-02,Adventure | Drama | Musical,Ashutosh Gowariker (story) | Ashutosh Gowariker (screenplay) | Kumar Dave (screenplay) | Sanjay Dayma (screenplay) | K.P. Saxena (dialogue),Ashutosh Gowariker,0,6,Aamir Khan , Gracy Singh , Rachel Shelley , Paul Blackthorne
tt0187279,Meri Biwi Ka Jawab Nahin,2004,02-Jul-04,Action | Comedy,N/A,Pankaj Parashar | S.M. Iqbal,0,1,Akshay Kumar , Sridevi , Gulshan Grover , Laxmikant Berde
tt0222024,Hum Tumhare Hain Sanam,2002,24-May-02,Drama | Romance,K.S. Adiyaman | Arun Kumar (assistant dialogue) | Ashok Mehta (assistant dialogue) | Reema Rakesh Nath (dialogue),K.S. Adiyaman,0,4,Shah Rukh Khan , Madhuri Dixit , Salman Khan , Atul Agnihotri
tt0227194,One 2 Ka 4,2001,30-Mar-01,Action | Comedy | Drama,Sanjay Chhel | Raaj Kumar Dahima (screenplay) | Manoj Lalwani (screenplay),Shashilal K. Nair,0,1,Shah Rukh Khan , Juhi Chawla , Jackie Shroff , Nirmal Pandey
tt0238936,Devdas,2002,12-Jul-02,Musical | Romance,Saratchandra Chatterjee (based on the novel by) | Prakash Kapadia (screenplay) | Sanjay Leela Bhansali (screenplay) | Prakash Kapadia (dialogue),Sanjay Leela Bhansali,0,6,Shah Rukh Khan , Madhuri Dixit , Aishwarya Rai Bachchan , Jackie Shroff
tt0247911,Aap Mujhe Achche Lagne Lage,2002,19-Apr-02,Action | Drama | Romance,Robin Bhatt (story) | Girish Dhamija (dialogue) | Sanjeev Duggal (story),Vikram Bhatt,0,2,Hrithik Roshan , Ameesha Patel , Kiran Kumar , Mukesh Tiwari
tt0248126,Kabhi Khushi Kabhie Gham...,2001,14-Dec-01,Drama | Musical | Romance,Karan Johar | Sheena Parikh (screenplay),Karan Johar,0,8,Amitabh Bachchan , Jaya Bhaduri , Shah Rukh Khan , Kajol
tt0248216,Na Tum Jaano Na Hum,2002,10-May-02,Comedy | Drama | Musical,Pratibha Acharya (dialogue) | Arjun Sablok,Arjun Sablok,0,1,Saif Ali Khan , Hrithik Roshan , Esha Deol , Alok Nath
tt0248617,Yaadein...,2001,27-Jun-01,Musical | Drama | Romance,Subhash Ghai (dialogue) | Subhash Ghai (screenplay) | Amrik Gill (dialogue) | Aatish Kapadia (screenplay) | Anuradha Tiwari (screenplay),Subhash Ghai,0,2,Jackie Shroff , Hrithik Roshan , Kareena Kapoor , Amrish Puri
tt0255713,Zubeidaa,2001,19-Jan-01,Adventure | Biography | Drama,Khalid Mohamed (original story and screenplay) | Javed Siddiqui (dialogue),Shyam Benegal,0,1,Karisma Kapoor , Rekha , Manoj Bajpayee , Rajit Kapoor
tt0256692,Chori Chori Chupke Chupke,2001,09-Mar-01,Drama | Musical | Romance,Shyam Goel (screenplay) | Javed Siddiqui (dialogue) | Neeraj Vora (story),Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,5,Preity Zinta , Salman Khan , Rani Mukerji , Amrish Puri
tt0265148,Main Prem Ki Diwani Hoon,2003,27-Jun-03,Musical | Drama | Romance,Sooraj R. Barjatya,Sooraj R. Barjatya,0,2,Hrithik Roshan , Kareena Kapoor , Abhishek Bachchan , Johnny Lever
tt0265452,Officer,2001,14-Mar-01,Action | Crime | Drama,Naeem Sha (dialogue) | Naeem Sha (screenplay) | Naeem Sha (story),Naeem Sha,0,2,Sunil Shetty , Raveena Tandon , Danny Denzongpa , Sadashiv Amrapurkar
tt0267363,Chandni Bar,2001,28-Sep-01,Crime | Drama,Mohan Azaad (dialogue) | Mohan Azaad (screenplay) | Madhur Bhandarkar | Masud Mirza (dialogue),Madhur Bhandarkar,0,5,Tabu , Atul Kulkarni , Rajpal Yadav , Shri Vallabh Vyas
tt0271604,Kuch Khatti Kuch Meethi,2001,19-Jan-01,Drama | Family,N/A,Rahul Rawail,0,2,Kajol , Rishi Kapoor , Rati Agnihotri , Sunil Shetty
tt0272543,Censor,2001,14-Feb-01,Musical | Romance,Dev Anand,Dev Anand,0,1,Dev Anand , Hema Malini , Shammi Kapoor , Rekha
tt0272607,Farz,2001,12-Jan-01,Action,N/A,Raj Kanwar,0,4,Sunny Deol , Preity Zinta , Jackie Shroff , Om Puri
tt0272735,Mujhe Meri Biwi Se Bachaao,2001,18-Jun-01,Comedy | Musical | Family,Harry Baweja (story) | Anees Bazmee (screenplay) | Imtiaz Patel (dialogue),Harry Baweja,0,1,Rekha , Naseeruddin Shah , Arshad Warsi , Suman Ranganathan
tt0272736,Mujhse Dosti Karoge!,2002,09-Aug-02,Musical | Romance | Drama,Aditya Chopra | Kunal Kohli,Kunal Kohli,0,2,Rani Mukerji , Hrithik Roshan , Kareena Kapoor , Uday Chopra
tt0273164,Daman: A Victim of Marital Violence,2001,04-May-01,Drama | Family,Kalpana Lajmi,Kalpana Lajmi,0,1,Raveena Tandon , Sayaji Shinde , Sanjay Suri , Raima Sen
tt0273406,Aashiq,2001,26-Jan-01,Action | Comedy | Drama,Rajeev Kaul,Indra Kumar,0,3,Bobby Deol , Rahul Dev , Dinesh Hingoo , Vrajesh Hirjee
tt0273535,Dil Ne Phir Yaad Kiya,2001,N/A,Drama | Musical | Romance,N/A,Rajat Rawail,0,1,Sadashiv Amrapurkar , Vinay Anand , Pooja Batra , Govinda
tt0274019,Pyaar Diwana Hota Hai,2002,26-Apr-02,Romance,S.M. Ahale (screenplay) | Shashi (story) | Javed Siddiqui (dialogue),Kirti Kumar,0,1,Rani Mukerji , Govinda , Om Puri , Laxmikant Berde
tt0275381,Grahan,2001,16-Feb-01,Drama | Romance,N/A,Shashilal K. Nair,0,1,Jackie Shroff , Manisha Koirala , Anupama Verma , Prasad Purandhare
tt0277981,Rahul,2001,23-Mar-01,Drama,Farhan (dialogue) | Farhan (screenplay) | Anuradha Tiwari (screenplay),Prakash Jha,0,1,Neha , Rajeshwari Sachdev , Gulshan Grover , Nina Kulkarni
tt0278291,Ajnabee,2001,21-Sep-01,Crime | Mystery | Thriller,Robin Bhatt (screenplay) | Sanjeev Duggal (screenplay) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Neeraj Vora (screenplay) | Neeraj Vora (story),Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,4,Akshay Kumar , Bobby Deol , Kareena Kapoor , Bipasha Basu
tt0278522,Jodi No.1,2001,13-Apr-01,Comedy,Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Yunus Sajawal (screenplay),David Dhawan,0,6,Sanjay Dutt , Govinda , Twinkle Khanna , Monica Bedi
tt0279021,Chhupa Rustam: A Musical Thriller,2001,25-Apr-01,Crime | Drama | Romance,Rajeev Kaul,Aziz Sejawal,0,3,Tinnu Anand , Raj Babbar , Laxmikant Berde , Avtar Gill
tt0280720,The Guru,2002,14-Feb-03,Comedy | Fantasy | Music,Tracey Jackson,Daisy von Scherler Mayer,0,1,Jimi Mistry , Heather Graham , Marisa Tomei , Michael McKean
tt0281102,Pyaar Tune Kya Kiya...,2001,27-Apr-01,Thriller,Rajat Mukherjee (screenplay),Rajat Mukherjee,0,3,Fardeen Khan , Ravi Baswani , Kannu Gill , Sonali Kulkarni
tt0283911,Bas Itna Sa Khwaab Hai...,2001,06-Jul-01,Romance,Mona Alvi (lyrics) | Goldie Behl (screenplay) | Goldie Behl (story) | Shrishti Behl | Manu Chopra | Tigmanshu Dhulia (dialogue) | Nida Fazli (lyrics) | Dev Kohli (lyrics) | Shyam Raj (lyrics),Goldie Behl,0,1,Rani Mukerji , Abhishek Bachchan , Sushmita Sen , Jackie Shroff
tt0284137,Gadar: Ek Prem Katha,2001,15-Jun-01,Action | Drama | Romance,Shaktimaan Talwar,Anil Sharma,0,9,Sunny Deol , Ameesha Patel , Amrish Puri , Lillete Dubey
tt0284328,Mujhe Kucch Kehna Hai,2001,25-May-01,Romance,Rumi Jaffery (story) | A. Karunakaran (story),Satish Kaushik,0,7,Tusshar Kapoor , Kareena Kapoor , Amrish Puri , Rinke Khanna
tt0285319,Paagalpan,2001,08-Jun-01,Romance,Joy Augustine (story),Joy Augustine,0,1,Karan Nath , Aarti Agarwal , Vilas Ujawane , Bharat Dabholkar
tt0287537,Love Ke Liye Kuch Bhi Karega,2001,29-Jun-01,Comedy | Crime | Romance,Rajnish Thakur,Eeshwar Nivas,0,2,Saif Ali Khan , Fardeen Khan , Aftab Shivdasani , Sonali Bendre
tt0288273,Uljhan,2001,04-May-01,Drama,Sayed Sultan,Rajan Johri,0,1,Puru Rajkumar , Dipti Bhatnagar , Kanchan , Laxmikant Berde
tt0289845,Aks,2001,13-Jul-01,Thriller | Mystery,Renzil D'Silva (story) | Rakeysh Omprakash Mehra (screenplay) | Rakeysh Omprakash Mehra (story) | Kamlesh Pandey (dialogue) | Kamlesh Pandey (script),Rakeysh Omprakash Mehra,0,2,Amitabh Bachchan , Raveena Tandon , Manoj Bajpayee , Nandita Das
tt0290326,Tum Bin...: Love Will Find a Way,2001,13-Jul-01,Drama | Romance,Shashank Dabral (screenplay) | Anubhav Sinha (dialogue),Anubhav Sinha,0,4,Priyanshu Chatterjee , Himanshu Malik , Sandali Sinha , Raqesh Vashisth
tt0291376,Nayak: The Real Hero,2001,07-Sep-01,Drama | Action,Anurag Kashyap (dialogue) | S. Shankar (story),S. Shankar,0,2,Anil Kapoor , Rani Mukerji , Amrish Puri , Johnny Lever
tt0292490,Dil Chahta Hai,2001,24-Jul-01,Comedy | Drama,Farhan Akhtar (story) | Kassim Jagmagia (story),Farhan Akhtar,0,4,Aamir Khan , Saif Ali Khan , Akshaye Khanna , Preity Zinta
tt0292552,Hum Ho Gaye Aap Ke,2001,03-Aug-01,Musical,Sunil Kumar Agrawal (dialogue) | Ahathian (screenplay) | Ahathian (story),Ahathian | Sunil Kumar Agrawal,0,1,Fardeen Khan , Reema Sen , Apoorva Agnihotri , Suman Ranganathan
tt0292740,Yeh Raaste Hain Pyaar Ke,2001,10-Aug-01,Romance |Drama,Robin Bhatt | Deepak S. Shivdasani,Deepak S. Shivdasani,0,2,Ajay Devgn , Madhuri Dixit , Preity Zinta , Vikram Gokhale
tt0293342,Lajja,2001,19-Sep-01,Drama | Musical | Crime,Ranjit Kapoor (dialogue) | Ashok Rawat (associate script) | Rajkumar Santoshi (dialogue) | Rajkumar Santoshi (screenplay) | Rajkumar Santoshi (story),Rajkumar Santoshi,0,2,Rekha , Anil Kapoor , Jackie Shroff , Madhuri Dixit
tt0294662,Kaante,2002,20-Dec-02,Action | Crime | Drama,Sanjay Gupta | Vinay | Yash | Milap Zaveri (dialogue),Sanjay Gupta,0,3,Amitabh Bachchan , Sanjay Dutt , Sunil Shetty , Mahesh Manjrekar
tt0295603,Shirdi Sai Baba,2001,07-Sep-01,Drama | Mystery,Pandurang Dixit | Vikas Kapoor (story),Deepak Balraj Vij,0,1,Sudhir Dalvi , Dharmendra , Vikram Gokhale , Rohini Hattangadi
tt0296535,Bollywood Bound,2003,14-Jan-03,Documentary,N/A,Nisha Pahuja,0,1,Neeru Bajwa , Ruby Bhatia , Vekeana Dhillon , Vikram Dhillon
tt0296574,Company,2002,15-Apr-02,Action | Crime | Thriller,Jaideep Sahni,Ram Gopal Varma,0,4,Ajay Devgn , Mohanlal , Manisha Koirala , Seema Biswas
tt0297983,Ittefaq,2001,14-Sep-01,Action | Drama | Thriller,Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story) | Sameer (lyrics),Sanjay Khanna,0,1,Sunil Shetty , Mukul Dev , Pooja Batra , Anupama Verma
tt0298606,Yeh Teraa Ghar Yeh Meraa Ghar,2001,12-Oct-01,Comedy | Drama,Priyadarshan (story) | Neeraj Vora (dialogue) | Neeraj Vora (screenplay),Priyadarshan,0,2,Sunil Shetty , Mahima Chaudhry , Paresh Rawal , Saurabh Shukla
tt0298607,Yeh Zindagi Ka Safar,2001,16-Nov-01,Drama,Gajra Kottary,Tanuja Chandra,0,1,Ameesha Patel , Jimmy Shergill , Nafisa Ali , Gulshan Grover
tt0299108,Rehnaa Hai Terre Dil Mein,2001,19-Oct-01,Musical,Gautham Menon (story) | Vipul D. Shah (dialogue) | Vipul D. Shah (story),Gautham Menon,0,2,Madhavan , Saif Ali Khan , Dia Mirza , Vrajesh Hirjee
tt0300028,Indian,2001,26-Oct-01,Action | Crime | Drama,Sanjay Masoom (dialogue),N. Maharajan,0,6,Malaika Arora , Raj Babbar , Rana Jung Bahadur , Balwant Bansal
tt0301179,Deewaanapan,2001,16-Nov-01,Romance |Drama,Rajesh Singh (dialogue script),Ashu Trikha,0,2,Arjun Rampal , Dia Mirza , Vinod Khanna , Om Puri
tt0301240,Moksha: Salvation,2001,30-Nov-01,Drama | Thriller,Hriday Lani (dialogues) | Raj Marbros (screenplay) | Ashok Mehta (story),Ashok Mehta,0,1,Arjun Rampal , Manisha Koirala , Kalpana Pandit , Suresh Oberoi
tt0301250,Tera Mera Saath Rahen,2001,07-Nov-01,Drama,Deepak Kulkarni (dialogue) | Mahesh Manjrekar (screenplay) | Sameer (lyrics),Mahesh Manjrekar,0,1,Ajay Devgn , Sonali Bendre , Namrata Shirodkar , Prem Chopra
tt0302524,Ehsaas: The Feeling,2001,30-Nov-01,Drama,Deepak Kulkarni,Mahesh Manjrekar,0,1,Anand Raj Anand , Sunidhi Chauhan , Nagesh Haldankar , Shakti Kapoor
tt0303187,Veer Savarkar,2001,N/A,Biography | Drama,Ved Rahi,Ved Rahi,0,1,Shailendra Gaur , Pankaj Berry , Tom Alter , Hemant Birje
tt0305173,Aamdani Atthanni Kharcha Rupaiya,2001,21-Dec-01,Comedy,Anwar Khan (dialogue) | V. Shekhar (story),K. Raghavendra Rao | A.S. Ravindra Babu,0,3,Govinda , Juhi Chawla , Tabu , Chandrachur Singh
tt0305455,Pitaah,2002,04-Jan-02,Action | Drama,Ravi Shankar Jaiswal (additional dialogue) | Mahesh Manjrekar | K.K. Singh (dialogue) | Teja (screenplay) | Teja (story),Mahesh Manjrekar,0,2,Sanjay Dutt , Nandita Das , Sachin Khedekar , Tanvi Hegde
tt0306434,Aankhen,2002,27-Mar-02,Comedy | Thriller | Crime,Shobhana Desai (play) | Aatish Kapadia (screenplay) | Aatish Kapadia (story) | Aatish Kapadia | Vipul Amrutlal Shah (screenplay) | Vipul Amrutlal Shah (story),Vipul Amrutlal Shah,0,4,Amitabh Bachchan , Akshay Kumar , Sushmita Sen , Arjun Rampal
tt0306840,Koi Mere Dil Se Poochhe,2002,11-Jan-02,Musical | Romance | Thriller,N/A,Vinay Shukla,0,2,Jaya Bhaduri , Aftab Shivdasani , Sanjay Kapoor , Juliet Alburque
tt0306855,Style,2001,28-Dec-01,Musical | Comedy,N. Chandra,N. Chandra,0,5,Sharman Joshi , Sahil Khan , Riya Sen , Shillpi Sharma
tt0307116,Maa Tujhhe Salaam,2002,25-Jan-02,Action | Drama,Ravi Shankar Jaiswal (additional dialogue) | Tinnu Verma (story),Tinnu Verma,0,3,Sunny Deol , Tabu , Arbaaz Khan , Tinnu Verma
tt0307682,Yeh Dil Aashiqanaa,2002,N/A,Action | Romance,N/A,Sandesh Kohli,0,4,Jividha Sharma , Mohan Azaad , Arun Bakshi , Rajat Bedi
tt0307866,Filhaal...,2002,01-Feb-02,Drama,Meghna Gulzar,Meghna Gulzar,0,1,Tabu , Sushmita Sen , Sanjay Suri , Palash Sen
tt0308347,Haan Maine Bhi Pyaar Kiya,2002,15-Feb-02,Musical | Romance,Dharmesh Darshan (dialogue) | Dharmesh Darshan (screenplay) | Naseem Mukri (dialogue) | Raj Sinha (dialogue) | Raj Sinha (screenplay) | Raj Sinha (story),Dharmesh Darshan,0,2,Akshay Kumar , Karisma Kapoor , Abhishek Bachchan , Kader Khan
tt0309087,Yeh Mohabbat Hai,2002,08-Feb-02,Action | Romance,Usmon Azim (screenplay) | Rafiq Talukdar (screenplay) | Milap Zaveri (dialogue),Umesh Mehra,0,1,Akanksha Malhotra , Rahul Bhat , Nasir Khan , Pinky Campbell
tt0310254,Tumko Na Bhool Paayenge,2002,24-Feb-02,Action | Drama | Mystery,Rumi Jaffery,Pankaj Parashar,0,2,Salman Khan , Sushmita Sen , Dia Mirza , Sharat Saxena
tt0311411,Kranti,2002,27-Mar-02,Drama,Sanjay Masoom (dialogue),Naresh Malhotra,0,2,Vinod Khanna , Bobby Deol , Ameesha Patel , Rati Agnihotri
tt0312664,Escape from Taliban,2003,14-Feb-03,Drama | Thriller | War,Sushmita Banerjee (book) | Ujjwal Chatterjee (screenplay) | Shubhrajyoti (dialogue),Ujjwal Chatterjee,0,1,Manisha Koirala , Nawab Shah , Vineeta Malik , Prithvi Zutshi
tt0312883,Kya Yehi Pyaar Hai,2002,10-Apr-02,Comedy | Musical | Romance,Javed Siddiqui,K. Muralimohana Rao,0,4,Jackie Shroff , Aftab Shivdasani , Ameesha Patel , Anupama Verma
tt0313395,Kitne Door... Kitne Paas,2002,01-May-02,Comedy | Romance,Mehul Kumar (screenplay) | Mehul Kumar (story) | Imtiaz Patel (dialogue) | Imtiaz Patel (screenplay) | Yunus Sajawal (dialogue) | Yunus Sajawal (screenplay),Mehul Kumar,0,1,Fardeen Khan , Amrita Arora , Satish Shah , Tiku Talsania
tt0313743,Vadh,2002,29-Mar-02,Mystery | Thriller,N/A,Nana Patekar,0,1,Nana Patekar , Anupama Verma , Puru Rajkumar , Nakhul
tt0313844,16-Dec,2002,22-Mar-02,Action | Drama | Mystery,Mani Shankar (dialogue) | Mani Shankar (screenplay) | Mani Shankar (story),Mani Shankar,0,4,Danny Denzongpa , Gulshan Grover , Milind Soman , Dipannita Sharma
tt0314006,Dum,2003,24-Jan-03,Crime,Mehran (dialogue) | Mehran (screenplay) | Eeshwar Nivas (screenplay) | Bunty Soorma (story),Eeshwar Nivas,0,2,Vivek Oberoi , Dia Mirza , Atul Kulkarni , Mukesh Rishi
tt0314008,Durga,2002,"28 Feb,2002",Action |Crime,N/A,J.D. Chakravarthi,0,1,J.D. Chakravarthi , Snehal Dabi , Jayaprakash , Priyanka
tt0314186,Humko Tumse Pyaar Hai,2006,24-Feb-06,Romance | Thriller,Ashok Roy (screenplay) | Javed Siddiqui (dialogue) | Bunty Soorma (story),Bunty Soorma,0,1,Arjun Rampal , Ameesha Patel , Bobby Deol , Achint Kaur
tt0315632,Road,2002,27-Sep-02,Thriller,Rajnish Thakur,Rajat Mukherjee,0,3,Manoj Bajpayee , Vivek Oberoi , Antara Mali , Sayaji Shinde
tt0315767,Angaar: The Fire,2002,N/A,Action,N/A,Ajay Kashyap,0,1,Vinay Anand , Rana Jung Bahadur , Rajat Bedi , Sanober Kabir
tt0315777,Ansh: The Deadly Part,2002,02-Apr-02,Musical | Action,Rajan Johri (dialogue) | Rajan Johri (screenplay) | Rajan Johri (story),Rajan Johri,0,1,Om Puri , Ashutosh Rana , Abbas , Sharbani Mukherji
tt0316154,Lal Salaam,2002,03-May-02,Musical | Action | Drama,Suresh Dwadeshiwar (story) | Arshad Jamal,Gaganvihari Borate,0,1,Nandita Das , Sharad S. Kapoor , Makrand Deshpande , Vijay Raaz
tt0316911,Yeh Kaisi Mohabbat,2002,31-May-02,Musical | Drama | Romance,Y.N. Kapoor,Dinkar Kapur,0,1,Krishna Abhishek , Viveka Babajee , Sheeba Bhakri , Deeksha
tt0317811,Kasam,2001,20-Nov-01,Adventure | Drama | Crime,Madan Joshi (dialogue) | Jyothika Mittra (idea) | Faiz Saleem (screenplay),Shibu Mitra,0,2,Naseeruddin Shah , Sunny Deol , Chunky Pandey , Neelam
tt0319020,Awara Paagal Deewana,2002,21-Jun-02,Action | Comedy | Crime,Anand S. Vardhan (story) | Mangesh Kulkarni (story) | Anand S. Vardhan (screenplay) | Mangesh Kulkarni (screenplay) | Neeraj Vora (dialogue),Vikram Bhatt,0,4,Akshay Kumar , Sunil Shetty , Aftab Shivdasani , Preeti Jhangiani
tt0319736,The Legend of Bhagat Singh,2002,07-Jun-02,Biography | Drama | History,Ranjit Kapoor (additional dialogue) | Piyush Mishra (Hindi dialogue) | Anjum Rajabali (English dialogue) | Anjum Rajabali (screenplay) | Rajkumar Santoshi (additional dialogue),Rajkumar Santoshi,0,1,Ajay Devgn , Sushant Singh , D. Santosh , Akhilendra Mishra
tt0321067,Ab Ke Baras,2002,10-May-02,Adventure | Fantasy | Thriller,Robin Bhatt (screenplay) | Sutanu Gupta (screenplay) | Ravi Rai (dialogue),Raj Kanwar,0,2,Arya Babbar , Amrita Rao , Ashutosh Rana , Shakti Kapoor
tt0322653,Mere Yaar Ki Shaadi Hai,2002,07-Jun-02,Comedy | Drama | Musical,Sanjay Gadhvi | Mayur Puri (dialogue) | Mayur Puri (screenplay),Sanjay Gadhvi,0,5,Uday Chopra , Tulip Joshi , Jimmy Shergill , Bipasha Basu
tt0323013,Lakshya,2004,18-Jun-04,War | Drama | Romance,Javed Akhtar (dialogue) | Javed Akhtar (screenplay) | Javed Akhtar (story) | Karan Kashyap (dialogue supervisor),Farhan Akhtar,0,2,Amitabh Bachchan , Hrithik Roshan , Preity Zinta , Sharad S. Kapoor
tt0324951,23rd March 1931: Shaheed,2002,07-Jun-02,Biography | Drama | History,Sutanu Gupta (screenplay) | Sanjay Masoom (dialogue),Guddu Dhanoa,0,1,Bobby Deol , Sunny Deol , Amrita Singh , Rahul Dev
tt0325041,Badhaai Ho Badhaai,2002,14-Jun-02,Comedy | Drama | Musical,Kavita Choudhary,Satish Kaushik,0,1,Anil Kapoor , Anang Desai , Rohini Hattangadi , Vinay Jain
tt0326576,Humraaz,2002,26-Jul-02,Action | Musical | Mystery,Shiraz Ahmed (dialogue) | Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Shyam Goel (story),Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,4,Bobby Deol , Akshaye Khanna , Ameesha Patel , Johnny Lever
tt0326600,Maine Dil Tujhko Diya,2002,23-Aug-02,Romance | Action | Drama,Ranjeet Gupta (staff writer),Sohail Khan,0,2,Sohail Khan , Sameera Reddy , Sanjay Dutt , Kabir Bedi
tt0326805,Chori Chori,2003,01-Aug-03,Comedy | Romance | Musical,N/A,Milan Luthria,0,1,Ajay Devgn , Sonali Bendre , Rani Mukerji , Kamini Kaushal
tt0326983,Jaani Dushman: Ek Anokhi Kahani,2002,16-Aug-02,Action | Fantasy | Horror,Naveena Bhandari (screenplay) | Ravi Shankar Jaiswal (additional dialogue) | Rajkumar Kohli (screenplay) | Rajendra Singh 'Atish' (idea) | K.K. Singh (dialogue),Rajkumar Kohli,0,2,Akshay Kumar , Atul Agnihotri , Raj Babbar , Rajat Bedi
tt0327004,Kuch Tum Kaho Kuch Hum Kahein,2002,28-Jun-02,Action | Drama | Romance,N/A,Ravi Sharma Shankar,0,1,Vikram Gokhale , Dinesh Hingoo , Adi Irani , Farida Jalal
tt0327005,Kyaa Dil Ne Kahaa,2002,28-Jun-02,Family | Romance,N/A,Sanjay Chhel,0,2,Rajesh Khanna , Tusshar Kapoor , Esha Deol , Raj Babbar
tt0327071,Om Jai Jagadish,2002,08-Jul-02,Drama | Musical,Rumi Jaffery (dialogue) | Rahul Nanda,Anupam Kher,0,1,Waheeda Rehman , Anil Kapoor , Fardeen Khan , Abhishek Bachchan
tt0328503,Taj Mahal: An Eternal Love Story,2005,01-May-06,Drama | Musical | Romance,Mohafiz Hyder (dialogue) | Akbar Khan | Fatima Meer (script) | Rajeev Mirza (dialogue),Akbar Khan,0,1,Zulfi Sayed , Sonya Jehan , Kabir Bedi , Arbaaz Khan
tt0328671,Yeh Hai Jalwa,2002,03-Jul-02,Comedy | Drama | Romance,Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story),David Dhawan,0,2,Rishi Kapoor , Salman Khan , Ameesha Patel , Rati Agnihotri
tt0328729,Dil Maange More!!!,2004,31-Dec-04,Romance,Kiran Kotrial (additional dialogue) | Anant Mahadevan (story) | Javed Siddiqui (dialogue) | Javed Siddiqui (screenplay),Anant Mahadevan,0,2,Shahid Kapoor , Smita Jaykar , Ayesha Takia , Tulip Joshi
tt0328998,Dil Hai Tumhaara,2002,06-Sep-02,Drama | Family | Romance,Rajkumar Santoshi (screenplay) | Rajkumar Santoshi (story) | Kundan Shah (screenplay) | Subrat Sinha (dialogue),Kundan Shah,0,3,Arjun Rampal , Preity Zinta , Mahima Chaudhry , Jimmy Shergill
tt0329620,Soch,2002,23-Aug-02,Thriller,Sushen Bhatnagar (screenplay) | Atul Tiwari (dialogue),Sushen Bhatnagar,0,1,Sanjay Kapoor , Raveena Tandon , Aditi Govitrikar , Arbaaz Khan
tt0330082,Boom,2003,19-Sep-03,Action | Crime | Mystery,Kaizad Gustad,Kaizad Gustad,0,2,Amitabh Bachchan , Jackie Shroff , Gulshan Grover , Padma Lakshmi
tt0330217,Dil Ka Rishta,2003,17-Jan-03,Romance,Shabbir Boxwala | Vrinda Rai (story) | Naeem Sha (dialogue),Naresh Malhotra,0,2,Arjun Rampal , Aishwarya Rai Bachchan , Priyanshu Chatterjee , Rakhee Gulzar
tt0330783,Pran Jaaye Par Shaan Na Jaaye,2003,02-May-03,Drama | Comedy,Mahesh Manjrekar (screenplay) | Sanjay Pawar (dialogue) | Sanjay Pawar (story),Sanjay Jha,0,1,Raveena Tandon , Namrata Shirodkar , Rinke Khanna , Divya Dutta
tt0330843,Saathiya,2002,20-Dec-02,Drama | Romance,Mani Ratnam (story) | Gulzar (dialogue),Shaad Ali,0,5,Vivek Oberoi , Rani Mukerji , Tanuja , Satish Shah
tt0331216,Chor Machaaye Shor,2002,23-Aug-02,Action | Comedy | Crime,Shahnawaz Ahmed Kenny (scenario) | Anwar Khan (dialogue) | Yunus Sajawal,David Dhawan,0,2,Bobby Deol , Om Puri , Paresh Rawal , Shekhar Suman
tt0331256,Gunaah,2002,16-Oct-02,Crime | Drama,Mahesh Bhatt (screenplay) | Pranay Narayan (dialogue),Amol Shetge,0,2,Bipasha Basu , Dino Morea , Ashutosh Rana , Banjara
tt0331421,Akhiyon Se Goli Maare,2002,02-Aug-02,Comedy,Rajeev Kaul (screenplay) | Rajeev Kaul (story) | Anwar Khan (dialogue) | Praful Parekh (screenplay) | Praful Parekh (story),Harmesh Malhotra,0,2,Govinda , Raveena Tandon , Kader Khan , Shakti Kapoor
tt0331453,Chhal,2002,09-Aug-02,Action | Thriller | Drama,Suparn Verma (screenplay) | Suparn Verma (story) | Suparn Verma,Hansal Mehta,0,1,Kay Kay Menon , Jaya Seal , Naved Aslam , Shri Vallabh Vyas
tt0331479,Ek Chhotisi Love Story,2002,06-Sep-02,Comedy | Drama | Fantasy,Pankaj Kapoor,Shashilal K. Nair,0,6,Saroj Bhargava , Manisha Koirala , Aditya Seal , Ranvir Shorey
tt0331639,Shakthi: The Power,2002,20-Sep-02,Action | Drama,Krishna Vamshi (screenplay) | Kamal Pandey (dialogue),Krishna Vamshi,0,2,Karisma Kapoor , Nana Patekar , Sanjay Kapoor , Jai Gidwani
